smurvation_id,mushotel_type,is_canceled,booking_lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,weekend_stays,weekday_stays,wisymurfs,smurflings,number_of_babies,meal_type,smurfland,market_segment,booking_channel,smurfy_smurf,number_of_previous_cancellations,previous_bookings_not_canceled,requested_mushroom_type,allocated_mushroom_type,booking_changes,deposit_type,agent,moberry,days_in_waiting_list,customer_type,average_daily_rate,smurfberry_spaces_required,number_of_special_requests,smurvation_status_date,mushotel_location
96808,Village Mushotel,0,51,Smurfy Passage,Goldenleaf,37,7,0,1,2,0.0,0,SC,CZE,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Swift-Smurf,96.3,1,1,"Goldenleaf, Smurfy Passage - 08",Smurfy Jungle
43324,Village Mushotel,0,36,Wisdom Whirlwind,Goldenleaf,38,18,0,1,2,0.0,0,BB,SMF,Gigglefree TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,50.0,,0,Swift-Party,85.0,0,1,"Goldenleaf, Wisdom Whirlwind - 19",Smurfy Jungle
10586,Smurfy Mushotel,1,232,Blissful Beams,Frostmarch,11,16,0,3,2,0.0,0,BB,WSD,Giggleline TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Swift-Smurf,55.8,0,1,"Sparkleuary, Blissful Beams - 22",Smurfy Jungle
41974,Village Mushotel,0,17,Wisdom Whirlwind,Harvestember,35,29,0,1,2,0.0,0,BB,SMF,Giggleline TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Swift-Party,90.0,0,1,"Harvestember, Wisdom Whirlwind - 30",Smurfy Jungle
13585,Smurfy Mushotel,1,25,Blissful Beams,Harvestember,34,21,1,2,2,0.0,0,BB,CN,Giggleline TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Swift-Smurf,270.0,0,1,"Smurfly, Blissful Beams - 27",Smurfy Jungle
65763,Village Mushotel,1,81,Blissful Beams,Sproutpril,14,8,1,1,2,0.0,0,HB,ITA,Giggleline TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Swift-Smurf,162.0,0,0,"Sparkleuary, Blissful Beams - 10",Smurfy Jungle
93988,Village Mushotel,0,83,Smurfy Passage,Smurfly,31,25,1,4,2,0.0,0,BB,BEL,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,,0,Swift-Smurf,79.56,0,0,"Smurfly, Smurfy Passage - 30",Smurfy Jungle
63550,Village Mushotel,1,217,Blissful Beams,Sparkleuary,7,13,7,18,2,0.0,0,BB,ARE,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Swift-Smurf,85.0,0,0,"Smurfly, Smurfy Passage - 25",Smurfy Jungle
83993,Village Mushotel,0,36,Smurfy Passage,Sparkleuary,7,13,2,2,2,0.0,0,BB,FRK,Giggleline TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Swift-Smurf,78.3,0,1,"Sparkleuary, Smurfy Passage - 17",Smurfy Jungle
101987,Village Mushotel,0,69,Smurfy Passage,Hearthglen,47,17,1,3,2,0.0,0,BB,IRL,Giggleline TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Swift-Smurf,92.23,0,1,"Hearthglen, Smurfy Passage - 21",Smurfy Jungle
25255,Smurfy Mushotel,0,16,Smurfy Passage,Sunspark,25,16,1,3,2,0.0,0,BB,WSD,Giggleline TA,TA/TO,0,0,0,A,C,0,No Deposit,241.0,,0,Swift-Smurf,96.36,0,1,"Sunspark, Smurfy Passage - 20",Smurfy Jungle
26568,Smurfy Mushotel,0,1,Smurfy Passage,Harvestember,32,3,0,1,2,0.0,0,BB,MRA,Giggleline TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Swift-Smurf,149.0,0,1,"Harvestember, Smurfy Passage - 04",Smurfy Jungle
37798,Smurfy Mushotel,0,8,Blissful Beams,Sunspark,26,29,0,1,1,0.0,0,BB,SMF,Corporate,TA/TO,0,0,0,A,A,1,No Deposit,,525.0,0,Swift-Party,120.0,0,0,"Sunspark, Blissful Beams - 30",Smurfy Jungle
86063,Village Mushotel,0,33,Smurfy Passage,Frostmarch,13,22,0,5,3,0.0,0,BB,MRA,Giggleline TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Swift-Smurf,157.14,1,1,"Frostmarch, Smurfy Passage - 27",Smurfy Jungle
88935,Village Mushotel,0,122,Smurfy Passage,Rainboway,20,12,0,3,2,0.0,0,BB,MCN,Giggleline TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Swift-Smurf,121.5,0,1,"Rainboway, Smurfy Passage - 15",Smurfy Jungle
2568,Smurfy Mushotel,0,122,Wisdom Whirlwind,Frostwisp,43,22,1,3,2,0.0,0,BB,MRA,Giggleline TA,TA/TO,0,0,0,D,E,0,No Deposit,240.0,,0,Swift-Smurf,55.0,2,2,"Frostwisp, Wisdom Whirlwind - 26",Smurfy Jungle
5606,Smurfy Mushotel,0,209,Smurfy Passage,Rainboway,19,5,1,3,2,0.0,0,BB,IRL,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Swift-Smurf,48.98,0,2,"Rainboway, Smurfy Passage - 09",Smurfy Jungle
35937,Smurfy Mushotel,0,74,Blissful Beams,Sproutpril,17,29,2,5,2,0.0,0,HB,WSD,Gigglefree TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,143.0,,0,Swift-Smurf,68.95,0,0,"Rainboway, Blissful Beams - 06",Smurfy Jungle
102870,Village Mushotel,0,96,Smurfy Passage,Merrysnow,50,4,2,2,2,0.0,0,SC,SMF,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Swift-Smurf,57.6,0,1,"Merrysnow, Smurfy Passage - 08",Smurfy Jungle
43089,Village Mushotel,0,23,Wisdom Whirlwind,Goldenleaf,38,14,1,3,2,0.0,0,BB,SMF,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Swift-Smurf,105.0,0,2,"Goldenleaf, Wisdom Whirlwind - 18",Smurfy Jungle
24690,Smurfy Mushotel,0,131,Smurfy Passage,Rainboway,23,31,2,8,2,0.0,0,BB,NLD,Gigglefree TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,71.0,,0,Swift-Smurf,76.0,0,0,"Sunspark, Smurfy Passage - 10",Smurfy Jungle
64946,Village Mushotel,1,37,Blissful Beams,Frostmarch,12,21,0,3,2,0.0,0,SC,CHE,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Swift-Smurf,88.0,0,0,"Frostmarch, Blissful Beams - 05",Smurfy Jungle
69476,Village Mushotel,1,3,Blissful Beams,Sunspark,22,1,0,1,1,0.0,0,SC,SMF,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,10.0,,0,Swift-Smurf,100.0,0,0,"Rainboway, Blissful Beams - 29",Smurfy Jungle
107513,Village Mushotel,0,61,Blissful Beams,Frostmarch,11,12,2,0,2,0.0,0,SC,WSD,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Swift-Smurf,79.2,0,2,"Frostmarch, Blissful Beams - 14",Smurfy Jungle
41176,Village Mushotel,1,1,Wisdom Whirlwind,Harvestember,33,14,0,2,2,0.0,0,HB,SMF,Gigglefree TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Swift-Party,101.5,0,0,"Harvestember, Wisdom Whirlwind - 13",Smurfy Jungle
104010,Village Mushotel,0,0,Blissful Beams,Blossommonth,1,2,1,1,2,0.0,0,BB,SMF,Smurfy Way,Smurfy Way,0,0,0,E,E,0,No Deposit,,,0,Swift-Smurf,132.0,0,0,"Blossommonth, Blissful Beams - 04",Smurfy Jungle
85908,Village Mushotel,0,112,Smurfy Passage,Frostmarch,13,21,1,2,2,0.0,0,SC,MCN,Giggleline TA,TA/TO,0,0,0,B,B,0,No Deposit,7.0,,0,Swift-Smurf,58.9,0,0,"Frostmarch, Smurfy Passage - 24",Smurfy Jungle
20495,Smurfy Mushotel,0,26,Smurfy Passage,Blossommonth,5,30,0,1,2,0.0,0,BB,SMF,Giggleline TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Swift-Smurf,48.0,0,1,"Blossommonth, Smurfy Passage - 31",Smurfy Jungle
84993,Village Mushotel,0,91,Smurfy Passage,Frostmarch,10,4,1,2,2,0.0,0,BB,MCN,Gigglefree TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,,0,Swift-Smurf,40.67,0,0,"Frostmarch, Smurfy Passage - 07",Smurfy Jungle
1468,Smurfy Mushotel,0,41,Wisdom Whirlwind,Harvestember,36,31,1,2,2,0.0,0,BB,MRA,Giggleline TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Swift-Smurf,120.33,0,1,"Goldenleaf, Wisdom Whirlwind - 03",Smurfy Jungle
72554,Village Mushotel,1,195,Blissful Beams,Smurfly,31,31,1,1,2,0.0,0,BB,SMF,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Swift-Smurf,104.4,0,0,"Smurfly, Blissful Beams - 31",Smurfy Jungle
87594,Village Mushotel,0,9,Smurfy Passage,Sproutpril,17,21,0,1,1,0.0,0,BB,SMF,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,174.0,0,Swift-Smurf,104.0,1,0,"Sproutpril, Smurfy Passage - 22",Smurfy Jungle
103556,Village Mushotel,0,15,Smurfy Passage,Merrysnow,53,27,0,1,3,0.0,0,BB,BRA,Gigglefree TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,220.0,,0,Swift-Party,65.0,0,1,"Merrysnow, Smurfy Passage - 28",Smurfy Jungle
113713,Village Mushotel,0,39,Blissful Beams,Sunspark,23,9,0,2,3,0.0,0,BB,MRA,Giggleline TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Swift-Smurf,220.0,0,1,"Sunspark, Blissful Beams - 11",Smurfy Jungle
71520,Village Mushotel,1,178,Blissful Beams,Smurfly,27,7,0,2,2,0.0,0,HB,ITA,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Swift-Smurf,143.1,0,0,"Frostmarch, Blissful Beams - 27",Smurfy Jungle
25541,Smurfy Mushotel,0,164,Smurfy Passage,Sunspark,25,18,4,10,2,0.0,0,HB,WSD,Gigglefree TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,2.0,,0,Leaf,59.8,0,0,"Smurfly, Smurfy Passage - 02",Smurfy Jungle
114194,Village Mushotel,0,115,Blissful Beams,Sunspark,24,15,0,3,2,0.0,0,BB,FRK,Giggleline TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Swift-Smurf,162.0,0,0,"Sunspark, Blissful Beams - 18",Smurfy Jungle
101277,Village Mushotel,0,61,Smurfy Passage,Hearthglen,46,8,0,2,1,0.0,0,BB,FRK,Smurfy Way,Smurfy Way,0,0,0,D,D,0,No Deposit,14.0,,0,Swift-Smurf,179.38,0,0,"Hearthglen, Smurfy Passage - 10",Smurfy Jungle
115260,Village Mushotel,0,16,Blissful Beams,Smurfly,27,2,2,0,2,0.0,0,BB,MRA,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Swift-Smurf,160.0,0,0,"Smurfly, Blissful Beams - 04",Smurfy Jungle
41180,Village Mushotel,1,39,Wisdom Whirlwind,Harvestember,33,14,0,2,2,0.0,0,HB,SMF,Gigglefree TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Swift-Party,101.5,0,0,"Harvestember, Wisdom Whirlwind - 10",Smurfy Jungle
65327,Village Mushotel,1,63,Blissful Beams,Frostmarch,13,31,1,2,1,0.0,0,BB,CN,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Swift-Smurf,101.4,0,2,"Blossommonth, Blissful Beams - 29",Smurfy Jungle
30338,Smurfy Mushotel,0,40,Smurfy Passage,Hearthglen,47,14,1,5,1,0.0,0,BB,WSD,Gigglefree TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,,0,Swift-Smurf,32.3,0,0,"Hearthglen, Smurfy Passage - 20",Smurfy Jungle
41588,Village Mushotel,0,10,Wisdom Whirlwind,Harvestember,34,18,0,3,2,0.0,0,SC,FRK,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Swift-Smurf,81.0,0,2,"Harvestember, Wisdom Whirlwind - 21",Smurfy Jungle
112545,Village Mushotel,0,190,Blissful Beams,Rainboway,21,22,1,2,2,1.0,0,BB,MCN,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Swift-Smurf,143.4,0,2,"Rainboway, Blissful Beams - 25",Smurfy Jungle
27200,Smurfy Mushotel,0,200,Blissful Beams,Harvestember,33,14,1,4,2,0.0,0,HB,SMF,Giggleline TA,TA/TO,1,0,0,E,E,1,No Deposit,314.0,,0,Swift-Smurf,184.64,0,0,"Harvestember, Blissful Beams - 19",Smurfy Jungle
111841,Village Mushotel,0,67,Blissful Beams,Rainboway,19,13,2,2,1,0.0,0,BB,TWN,Squads,Corporate,0,0,0,A,A,0,No Deposit,,169.0,0,Swift-Party,110.0,0,0,"Rainboway, Blissful Beams - 17",Smurfy Jungle
34179,Smurfy Mushotel,0,0,Blissful Beams,Frostmarch,11,14,0,1,2,0.0,0,BB,ITA,Giggleline TA,TA/TO,0,0,0,A,A,2,No Deposit,,,0,Swift-Smurf,80.0,0,1,"Frostmarch, Blissful Beams - 15",Smurfy Jungle
48290,Village Mushotel,1,60,Smurfy Passage,Frostmarch,13,20,2,2,2,0.0,0,BB,SMF,Gigglefree TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,0,Swift-Smurf,75.0,0,0,"Blossommonth, Smurfy Passage - 22",Smurfy Jungle
103841,Village Mushotel,0,18,Smurfy Passage,Merrysnow,53,31,1,1,2,0.0,0,SC,ITA,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Swift-Smurf,129.0,0,1,"Blossommonth, Blissful Beams - 02",Smurfy Jungle
18637,Smurfy Mushotel,0,0,Wisdom Whirlwind,Hearthglen,48,23,1,1,1,0.0,0,BB,SMF,Smurfy Way,Smurfy Way,0,0,0,A,A,0,No Deposit,,,0,Swift-Smurf,38.0,0,0,"Hearthglen, Wisdom Whirlwind - 25",Smurfy Jungle
95197,Village Mushotel,0,101,Smurfy Passage,Harvestember,33,8,3,5,2,1.0,0,BB,FRK,Giggleline TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Swift-Smurf,148.9,0,1,"Harvestember, Smurfy Passage - 16",Smurfy Jungle
63395,Village Mushotel,1,31,Blissful Beams,Sparkleuary,6,10,2,5,2,0.0,0,SC,FRK,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Swift-Smurf,74.8,0,0,"Blossommonth, Blissful Beams - 25",Smurfy Jungle
111414,Village Mushotel,0,0,Blissful Beams,Rainboway,19,10,0,1,2,0.0,0,BB,AUT,Giggleline TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Swift-Smurf,210.0,0,1,"Rainboway, Blissful Beams - 11",Smurfy Jungle
106982,Village Mushotel,0,127,Blissful Beams,Frostmarch,9,3,1,2,2,0.0,1,BB,DNK,Smurfy Way,Smurfy Way,0,0,0,A,A,4,No Deposit,14.0,,0,Swift-Smurf,77.0,0,2,"Frostmarch, Blissful Beams - 06",Smurfy Jungle
38584,Smurfy Mushotel,0,9,Blissful Beams,Smurfly,29,21,0,2,3,0.0,0,BB,USA,Giggleline TA,TA/TO,0,0,0,A,A,1,No Deposit,241.0,,0,Swift-Smurf,222.0,0,1,"Smurfly, Blissful Beams - 23",Smurfy Jungle
100246,Village Mushotel,0,386,Smurfy Passage,Frostwisp,44,23,2,0,1,0.0,0,HB,MCN,Complementary,TA/TO,0,0,0,A,D,1,No Deposit,6.0,,0,Swift-Party,3.0,0,0,"Frostwisp, Smurfy Passage - 25",Smurfy Jungle
79740,Village Mushotel,0,9,Wisdom Whirlwind,Frostwisp,44,31,2,1,2,0.0,0,BB,CZE,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Leaf,87.0,0,1,"Hearthglen, Wisdom Whirlwind - 03",Smurfy Jungle
111369,Village Mushotel,0,116,Blissful Beams,Rainboway,19,7,2,1,2,0.0,0,BB,WSD,Gigglefree TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Swift-Smurf,89.1,0,0,"Rainboway, Blissful Beams - 10",Smurfy Jungle
6096,Smurfy Mushotel,1,100,Smurfy Passage,Rainboway,22,25,0,4,2,0.0,0,HB,SMF,Giggleline TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Swift-Smurf,105.0,0,2,"Frostmarch, Smurfy Passage - 03",Smurfy Jungle
88591,Village Mushotel,0,115,Smurfy Passage,Rainboway,19,4,1,4,2,0.0,0,BB,MCN,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Swift-Party,99.45,0,1,"Rainboway, Smurfy Passage - 09",Smurfy Jungle
57792,Village Mushotel,1,268,Smurfy Passage,Frostwisp,40,1,1,1,2,0.0,0,SC,IRL,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Swift-Party,95.4,0,0,"Sparkleuary, Smurfy Passage - 17",Smurfy Jungle
100326,Village Mushotel,0,64,Smurfy Passage,Frostwisp,44,25,0,2,2,0.0,0,SC,KWT,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Swift-Smurf,80.1,0,0,"Frostwisp, Smurfy Passage - 27",Smurfy Jungle
21924,Smurfy Mushotel,0,1,Smurfy Passage,Frostmarch,11,12,0,1,3,0.0,0,BB,MRA,Gigglefree TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,177.0,,0,Swift-Smurf,10.8,0,0,"Frostmarch, Smurfy Passage - 13",Smurfy Jungle
84150,Village Mushotel,0,15,Smurfy Passage,Sparkleuary,8,19,0,1,1,0.0,0,BB,SMF,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,,67.0,0,Swift-Party,81.0,1,0,"Sparkleuary, Smurfy Passage - 20",Smurfy Jungle
85980,Village Mushotel,0,106,Smurfy Passage,Frostmarch,13,22,0,3,2,0.0,0,BB,FRK,Gigglefree TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,28.0,,0,Swift-Smurf,77.33,0,0,"Frostmarch, Smurfy Passage - 25",Smurfy Jungle
46554,Village Mushotel,0,4,Smurfy Passage,Blossommonth,2,6,0,4,2,0.0,0,BB,ITA,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Swift-Smurf,89.0,0,0,"Blossommonth, Smurfy Passage - 10",Smurfy Jungle
94197,Village Mushotel,0,147,Smurfy Passage,Smurfly,31,25,2,5,2,0.0,0,BB,NLD,Gigglefree TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,121.0,,0,Swift-Smurf,72.25,0,0,"Harvestember, Smurfy Passage - 01",Smurfy Jungle
29780,Smurfy Mushotel,0,111,Smurfy Passage,Frostwisp,44,27,2,8,2,0.0,0,BB,IRL,Giggleline TA,TA/TO,0,0,0,A,C,1,No Deposit,240.0,,0,Swift-Smurf,44.28,0,1,"Hearthglen, Smurfy Passage - 06",Smurfy Jungle
28966,Smurfy Mushotel,0,365,Smurfy Passage,Frostwisp,42,13,1,3,2,0.0,0,BB,NLD,Squads,Corporate,0,0,0,A,C,1,No Deposit,,223.0,0,Swift-Party,66.0,0,0,"Frostwisp, Smurfy Passage - 17",Smurfy Jungle
40797,Village Mushotel,0,36,Wisdom Whirlwind,Harvestember,32,7,0,2,1,0.0,0,BB,MRA,Squads,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Swift-Party,0.0,0,0,"Harvestember, Wisdom Whirlwind - 09",Smurfy Jungle
62716,Village Mushotel,1,53,Blissful Beams,Blossommonth,3,19,0,3,3,0.0,0,BB,KOR,Giggleline TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Swift-Smurf,138.6,0,0,"Merrysnow, Smurfy Passage - 28",Smurfy Jungle
73191,Village Mushotel,1,92,Blissful Beams,Harvestember,33,16,0,3,2,1.0,0,BB,SMF,Gigglefree TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Swift-Smurf,93.6,0,0,"Rainboway, Blissful Beams - 25",Smurfy Jungle
114290,Village Mushotel,0,72,Blissful Beams,Sunspark,25,18,2,0,2,0.0,0,SC,SWE,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Swift-Smurf,140.0,0,1,"Sunspark, Blissful Beams - 20",Smurfy Jungle
12645,Smurfy Mushotel,1,112,Blissful Beams,Smurfly,28,10,1,2,2,0.0,0,HB,LVA,Giggleline TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Swift-Smurf,212.0,0,1,"Sproutpril, Blissful Beams - 21",Smurfy Jungle
10792,Smurfy Mushotel,1,273,Blissful Beams,Sproutpril,14,3,1,5,2,0.0,0,BB,SMF,Giggleline TA,TA/TO,0,0,0,D,D,0,No Deposit,147.0,,0,Swift-Smurf,81.18,0,0,"Merrysnow, Smurfy Passage - 12",Smurfy Jungle
85365,Village Mushotel,0,10,Smurfy Passage,Frostmarch,11,11,1,2,2,0.0,0,SC,ITA,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Swift-Smurf,97.0,0,0,"Frostmarch, Smurfy Passage - 14",Smurfy Jungle
112864,Village Mushotel,0,97,Blissful Beams,Rainboway,22,28,1,0,2,0.0,0,SC,USA,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Swift-Smurf,140.0,0,2,"Rainboway, Blissful Beams - 29",Smurfy Jungle
10021,Smurfy Mushotel,1,35,Blissful Beams,Sparkleuary,6,6,1,3,2,0.0,0,BB,IRL,Giggleline TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Swift-Smurf,48.0,0,0,"Blossommonth, Blissful Beams - 02",Smurfy Jungle
39044,Smurfy Mushotel,0,173,Blissful Beams,Harvestember,31,1,0,5,2,2.0,0,BB,WSD,Giggleline TA,TA/TO,0,0,0,C,C,3,No Deposit,314.0,,0,Swift-Smurf,163.2,0,2,"Harvestember, Blissful Beams - 06",Smurfy Jungle
8338,Smurfy Mushotel,1,22,Smurfy Passage,Goldenleaf,39,22,2,3,2,0.0,0,BB,IRL,Giggleline TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Swift-Smurf,146.2,0,1,"Goldenleaf, Smurfy Passage - 02",Smurfy Jungle
88267,Village Mushotel,0,180,Smurfy Passage,Rainboway,19,2,1,1,2,0.0,0,BB,ITA,Gigglefree TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,3.0,,0,Swift-Party,100.0,0,1,"Rainboway, Smurfy Passage - 04",Smurfy Jungle
50832,Village Mushotel,1,135,Smurfy Passage,Rainboway,20,9,1,4,2,0.0,0,BB,SMF,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Swift-Smurf,79.72,0,1,"Merrysnow, Wisdom Whirlwind - 27",Smurfy Jungle
91033,Village Mushotel,0,1,Smurfy Passage,Sunspark,25,14,0,1,2,0.0,0,SC,CHE,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Swift-Smurf,99.0,0,0,"Sunspark, Smurfy Passage - 15",Smurfy Jungle
25820,Smurfy Mushotel,0,165,Smurfy Passage,Smurfly,28,3,4,6,2,2.0,0,HB,SMF,Giggleline TA,TA/TO,0,0,0,C,C,2,No Deposit,242.0,,0,Swift-Smurf,181.3,0,1,"Smurfly, Smurfy Passage - 13",Smurfy Jungle
90803,Village Mushotel,0,67,Smurfy Passage,Sunspark,24,9,0,3,2,0.0,0,SC,FRK,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Swift-Smurf,116.1,0,1,"Sunspark, Smurfy Passage - 12",Smurfy Jungle
110703,Village Mushotel,0,225,Blissful Beams,Sproutpril,17,29,1,1,1,0.0,0,HB,FRK,Squads,TA/TO,0,0,0,A,A,1,No Deposit,,,0,Swift-Party,141.0,0,0,"Rainboway, Blissful Beams - 01",Smurfy Jungle
72868,Village Mushotel,1,169,Blissful Beams,Harvestember,32,8,0,4,2,0.0,0,BB,FRK,Giggleline TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Swift-Smurf,139.5,0,0,"Sparkleuary, Blissful Beams - 22",Smurfy Jungle
50222,Village Mushotel,1,106,Smurfy Passage,Sproutpril,18,26,2,6,2,0.0,0,SC,MCN,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Swift-Smurf,86.06,0,0,"Sparkleuary, Smurfy Passage - 21",Smurfy Jungle
46281,Village Mushotel,1,146,Wisdom Whirlwind,Merrysnow,53,29,0,3,2,0.0,0,BB,SMF,Gigglefree TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,99,Swift-Party,85.0,0,0,"Hearthglen, Wisdom Whirlwind - 23",Smurfy Jungle
14593,Smurfy Mushotel,0,6,Smurfy Passage,Smurfly,29,14,0,3,1,0.0,0,BB,SMF,Smurfy Way,Smurfy Way,0,0,1,A,A,0,No Deposit,,,0,Swift-Smurf,152.1,0,0,"Smurfly, Smurfy Passage - 17",Smurfy Jungle
36259,Smurfy Mushotel,0,36,Blissful Beams,Rainboway,19,8,2,5,2,0.0,0,BB,IRL,Smurfy Way,Smurfy Way,0,0,0,F,F,0,No Deposit,250.0,,0,Swift-Smurf,134.0,0,0,"Rainboway, Blissful Beams - 15",Smurfy Jungle
67980,Village Mushotel,1,329,Blissful Beams,Rainboway,19,10,0,4,1,0.0,0,BB,NOR,Giggleline TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Swift-Smurf,109.8,0,2,"Sproutpril, Blissful Beams - 20",Smurfy Jungle
96014,Village Mushotel,0,200,Smurfy Passage,Harvestember,35,24,0,4,3,0.0,0,HB,MRA,Giggleline TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Swift-Smurf,187.5,0,1,"Harvestember, Smurfy Passage - 28",Smurfy Jungle
73134,Village Mushotel,1,209,Blissful Beams,Harvestember,33,15,0,3,2,1.0,0,BB,WSD,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Swift-Smurf,148.5,0,2,"Blossommonth, Blissful Beams - 25",Smurfy Jungle
53870,Village Mushotel,1,43,Smurfy Passage,Smurfly,27,1,0,2,2,0.0,0,BB,FRK,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Swift-Smurf,117.9,0,0,"Sunspark, Smurfy Passage - 22",Smurfy Jungle
78163,Village Mushotel,0,224,Wisdom Whirlwind,Frostwisp,40,2,1,2,1,0.0,0,BB,SMF,Gigglefree TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,3.0,,0,Swift-Party,0.0,0,0,"Frostwisp, Wisdom Whirlwind - 05",Smurfy Jungle
85229,Village Mushotel,0,1,Smurfy Passage,Frostmarch,11,10,0,1,2,0.0,0,BB,FRK,Giggleline TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Swift-Smurf,120.0,0,1,"Frostmarch, Smurfy Passage - 11",Smurfy Jungle
19908,Smurfy Mushotel,0,0,Smurfy Passage,Blossommonth,2,7,0,1,2,0.0,0,BB,MRA,Giggleline TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Swift-Smurf,48.0,1,2,"Blossommonth, Smurfy Passage - 08",Smurfy Jungle
